fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,fst_sel_index1,fst_sel_index2,fst_sel_index3,fst_sel_index4,fst_sel_index5,fst_sel_index6,lst_sel_index1,lst_sel_index2,lst_sel_index3,lst_sel_index4,lst_sel_index5,lst_sel_index6,fst_typen1,fst_typen2,fst_typen3,fst_typen4,fst_typen5,fst_typen6,lst_typen1,lst_typen2,lst_typen3,lst_typen4,lst_typen5,lst_typen6,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,graduated,grad2,grad4,i_cdr2,i_cdr3,i_cdr5,alt_cdr2,alt_cdr3,alt_cdr5,alt_cdr2_f,alt_cdr2_dnf,rr2,rr5,neg_am2,neg_am5,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,age_entry,cpi_adj
1998,,6,,104,4,101,3,0,,,,,,,,,,,,,,,,,,,,,,,,,3211,41,3171,4,30795,22690,11230,8520,30585,22650,8250,5390,43945,16560,43650,66465,22810,65685,2.22,1,0.548,0.007,0.545,0.014,0.022,0.033,0.017,0.023,0.035,0.013,0.02,0.874,0.577,0.269,0.196,36645,0.044,0.588,0.272,70469,0.082,0.061,0.032,27495,26230,62795,37530,27495,,0.738253
1999,,6,,105,4,101,3,0,,,,,,,,,,,,,,,,,,,,,,,,,3446,39,3406,2,32950,24840,10315,8100,32745,24655,7865,6000,46230,13020,45920,71935,22450,71675,2.312,2,0.544,0.006,0.54,0.01,0.016,0.027,0.012,0.018,0.029,0.01,0.016,0.864,0.572,0.257,0.198,35000,0.061,0.591,0.267,69372,0.102,0.067,0.041,24030,22885,52040,27135,24045,26,0.753413
2000,,6,,107,3,103,3,0,,,,,,,,,,,,,,,,,,,,,,,,,3610,35,3575,5,33900,25675,11175,7300,33725,25555,11335,7865,47425,13800,46950,72220,25295,72095,2.345,2,0.548,0.004,0.546,0.011,0.016,0.024,0.012,0.018,0.025,0.007,0.019,0.859,0.604,0.247,0.195,35890,0.081,0.574,0.234,65904,0.113,0.079,0.035,23735,21750,55280,22080,23735,26,0.77168
2001,,6,,99,2,97,2,0,,,,,,,,,,,,,,,,,,,,,,,,,3750,30,3720,3,37840,26565,12590,9015,37680,26380,12140,7190,51855,16625,51400,84840,27770,84755,2.379,2,0.565,0.007,0.561,0.009,0.016,0.023,0.013,0.018,0.024,0.01,0.019,0.863,0.626,0.261,0.198,37950,0.097,0.564,0.249,65725,0.105,0.079,0.034,25850,24135,42225,35330,25860,26,0.779909
2002,,6,,96,3,93,2,0,,,,,,,,,,,,,,,,,,,,,,,,,3703,28,3675,3,38625,26915,10980,7840,38515,26670,6555,4810,51590,13875,51445,83705,24420,83855,2.478,2,0.606,0.007,0.601,0.009,0.014,0.021,0.011,0.016,0.023,0.007,0.014,0.909,0.736,0.234,0.196,39945,0.102,0.578,0.251,67202,0.099,0.078,0.033,26610,24275,48130,24245,26610,27,0.796383
2003,,6,,99,4,96,3,0,,,,,,,,,,,,,,,,,,,,,,,,,3840,38,3802,6,38725,27330,10755,7980,38535,27070,15250,11290,50225,14730,50170,86550,21480,86510,2.351,1,0.619,0.005,0.616,0.01,0.017,0.023,0.012,0.018,0.024,0.009,0.017,0.926,0.788,0.235,0.195,40570,0.089,0.568,0.232,68669,0.102,0.075,0.033,26070,24310,42980,28765,26070,26,0.811654
2004,,6,,109,4,105,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4211,42,4169,6,38735,27190,10960,7790,38495,26980,9670,8520,51110,13895,51000,84525,25120,84470,2.394,1,0.678,0.006,0.676,0.009,0.015,0.022,0.012,0.017,0.023,0.008,0.021,0.928,0.788,0.224,0.168,43775,0.104,0.575,0.226,68633,0.1,0.077,0.033,29130,27165,43895,21435,29130,26,0.834702
2005,,6,,137,3,133,3,1,,,,,,,,,,,,,,,,,,,,,,,,,5691,37,5653,12,41675,31410,10800,7080,41470,31085,17100,9260,54775,12880,54645,91965,24280,91965,2.314,1,0.723,0.007,0.72,0.006,0.011,0.018,0.008,0.013,0.019,0.003,0.018,0.935,0.796,0.209,0.155,43740,0.112,0.568,0.218,68990,0.099,0.076,0.034,29140,27585,38200,19635,29125,26,0.858669
2006,,6,,137,4,132,4,1,,,,,,,,,,,,,,,,,,,,,,,,,5812,50,5762,9,42510,32775,11565,8525,42275,32595,13225,8440,56115,14495,56010,89565,21335,89260,2.328,1,0.763,0.006,0.761,0.006,0.01,0.016,0.006,0.012,0.018,0.004,0.012,0.939,0.803,0.224,0.172,44795,0.115,0.569,0.224,69448,0.101,0.077,0.033,30510,28590,44165,17875,30505,26,0.876992
2007,,6,,100,3,96,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4273,38,4235,12,42815,31660,11260,7575,42625,31280,20565,10570,56055,14445,55970,93435,28430,93545,2.351,1,0.757,0.008,0.753,0.012,0.021,0.032,0.015,0.023,0.035,0.009,0.034,0.935,0.77,0.233,0.182,44855,0.126,0.605,0.232,68305,0.101,0.08,0.033,31310,28575,44920,18975,31310,26,0.906824
2008,,6,,108,3,104,3,1,,,,,,,,,,,,,,,,,,,,,,,,,4970,42,4928,18,46115,34475,12665,10030,45935,34200,20205,10140,59180,16895,59135,102270,23955,102255,2.442,2,0.765,0.005,0.763,0.014,0.025,0.043,0.018,0.028,0.046,0.01,0.044,0.906,0.645,0.25,0.199,43395,0.148,0.61,0.221,67957,0.104,0.079,0.033,29335,25955,44395,22455,29285,26,0.910217
2009,,6,,131,4,127,3,1,,,,,,,,,,,,,,,,,,,,,,,,,6720,51,6669,14,51470,35465,14275,9525,51305,35165,14510,7535,65805,18915,65760,127160,31265,127205,2.472,2,0.777,0.005,0.776,0.015,0.029,0.044,0.022,0.031,0.045,0.013,0.056,0.882,0.573,0.28,0.226,45335,0.166,0.592,0.209,68463,0.1,0.08,0.033,29565,26065,47395,29460,29565,26,0.929017
2010,,6,,127,4,124,3,1,,,,,,,,,,,,,,,,,,,,,,,,,7433,58,7375,13,58400,39085,15290,10665,58185,38805,15170,8660,77140,21060,76625,147245,30410,147060,2.588,2,0.801,0.007,0.799,0.016,0.026,,0.02,0.029,,0.015,0.041,0.901,,0.321,,46120,0.182,0.589,0.23,68507,0.1,0.08,0.033,30855,27160,48135,27880,30835,26,0.941916
2011,,6,,143,5,138,4,1,,,,,,,,,,,,,,,,,,,,,,,,,8492,68,8424,25,59545,38100,14625,11220,59470,37930,19735,10360,78015,19900,78015,151200,31285,152250,2.592,2,0.801,0.007,0.799,0.019,0.03,,0.025,0.033,,0.016,0.057,0.899,,0.339,,50215,0.206,0.595,0.224,68455,0.102,0.082,0.033,31090,27010,52495,23820,31010,26,0.965479
2012,,6,,152,5,148,4,1,,,,,,,,,,,,,,,,,,,,,,,,,9753,75,9678,19,64020,40135,16035,12300,63815,40035,22370,14245,85055,21405,85015,161335,34340,161190,2.667,2,0.828,0.008,0.825,0.014,,,0.017,,,0.013,0.037,0.905,,0.358,,49975,0.211,0.602,0.213,67915,0.106,0.082,0.034,31725,26400,54625,25260,31745,26,0.980216
2013,,6,,152,6,146,5,1,,,,,,,,,,,,,,,,,,,,,,,,,10460,98,10362,20,68770,41815,17420,12725,68555,41585,22595,9130,93955,24750,93720,170465,39515,170665,2.801,2,0.798,0.009,0.795,,,,,,,,,,,,,49530,0.218,0.607,0.207,68233,0.109,0.083,0.034,31205,26580,51500,25470,31295,26,0.992323
2014,,6,,148,6,143,5,1,,,,,,,,,,,,,,,,,,,,,,,,,11129,105,11024,34,75120,45890,18685,11545,74880,45685,28705,12155,101790,26620,101625,185660,46530,185830,2.936,2,0.792,0.007,0.788,,,,,,,,,,,,,48475,0.235,0.604,0.212,67625,0.11,0.084,0.034,30120,24135,53665,25715,30155,26,1
1970,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,955,875,925,860,1295,1295,,,1280,1265,1295,1295,1290,1295,0,0,,,,0,0.083,0.083,0.083,0.083,0.083,,,0.839,0.551,0,0,,,,,,,,,,,,,,,0.209694
1971,,,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1140,865,1030,865,2320,830,,,1270,1165,5860,2275,1650,5860,2.067,0,,,,0.244,0.244,0.311,0.244,0.244,0.356,,,0.846,0.56,0,0.023,,,,,,,,,,,,,,,0.217343
1972,,,1,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1035,865,1025,865,935,870,,,1290,1290,1280,1705,1705,1280,0.479,0,,,,0.151,0.235,0.303,0.218,0.261,0.303,,,0.843,0.545,0.042,0.06,,,,,,,,,,,,,,,0.224633
1973,,,1,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,1180,1060,1170,1055,1415,1275,,,1305,1305,1665,1905,1770,2045,1.081,0,,,,0.191,0.239,0.278,0.22,0.254,0.278,,,0.843,0.546,0.019,0.034,,,,,,,,,,,,,,,0.24199
1974,,,1,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,0,1325,1270,1305,1270,1355,875,,,1500,1375,1325,2530,2495,2590,2.264,0,,,,0.252,0.287,0.319,0.28,0.299,0.319,,,0.842,0.556,0.036,0.044,,,,,,,,,,,,,,,0.269745
1975,,,1,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,0,1355,1285,1350,1280,1400,1250,,,1500,1470,2165,2345,2345,2210,1.954,0,,,,0.217,0.253,0.281,0.249,0.263,0.285,,,0.843,0.555,0.039,0.057,,,,,,,,,,,,,,,0.287627
1976,,,1,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,14,0,0,1465,1290,1450,1290,2365,1050,,,1675,1675,4935,2405,2330,6870,2.038,0,,,,0.227,0.312,0.36,0.267,0.335,0.365,,,0.845,0.567,0.126,0.149,,,,,,,,,,,,,,,0.302189
1977,,,1,12,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,17,1,0,1485,1305,1455,1305,1945,1700,,,1705,1705,2175,2190,2175,4395,1.696,0,,,,0.241,0.345,0.383,0.311,0.37,0.385,,,0.844,0.561,0.184,0.195,,,,,,,,,,,,,,,0.322139
1978,,,1,16,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,25,24,1,0,1570,1305,1535,1305,1980,1500,,,1725,1725,2130,2545,2500,3705,2.072,0,,,,0.23,0.312,0.339,0.293,0.323,0.339,,,0.844,0.556,0.171,0.18,,,,,,,,,,,,,,,0.346492
1979,,,1,19,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,34,32,2,0,1790,1650,1735,1630,3635,2500,,,2160,2150,3540,2705,2625,10300,1.747,0,,,,0.218,0.257,0.292,0.246,0.267,0.299,,,0.844,0.555,0.114,0.122,,,,,,,,,,,,,,,0.381639
1980,,,1,27,26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,53,50,3,0,1990,1770,1925,1760,2545,2120,,,2175,2165,2835,3325,2715,4720,2.211,0,,,,0.185,0.235,0.282,0.217,0.252,0.286,,,0.843,0.556,0.095,0.116,,,,,,,,,,,,,,,0.42186
1981,,,1,45,44,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,89,85,4,0,1995,2075,1945,2070,2815,2120,,,2185,2185,3005,2910,2665,5000,1.922,0,,,,0.2,0.253,0.309,0.233,0.277,0.321,,,0.844,0.561,0.118,0.143,,,,,,,,,,,,,,,0.452594
1982,,,1,90,88,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,194,187,7,0,2160,2140,2120,2135,2735,2180,,,2215,2215,3000,2970,2695,4395,1.752,0,,,,0.192,0.241,0.3,0.217,0.265,0.308,,,0.852,0.574,0.132,0.156,,,,,,,,,,,,,,,0.474364
1983,,,1,131,129,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,308,297,11,0,2340,2155,2295,2155,3330,2170,,,2360,2290,3500,3820,3690,8480,1.755,0,,,,0.26,0.328,0.376,0.301,0.347,0.38,,,0.858,0.579,0.151,0.164,,,,,,,,,,,,,,,0.491878
1984,,,1,161,160,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,383,372,11,0,2370,2160,2330,2160,3950,2215,,,2220,2220,4230,3765,3635,8675,1.52,0,,,,0.316,0.4,0.441,0.372,0.416,0.445,,,0.859,0.592,0.196,0.205,,,,,,,,,,,,,,,0.509814
1985,,,1,222,220,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,529,517,11,0,2385,2165,2355,2160,4325,2430,,,2225,2225,4450,3650,3560,10005,1.422,0,,,,0.341,0.396,0.438,0.375,0.408,0.443,,,0.855,0.584,0.177,0.181,,,,,,,,,,,,,,,0.528431
1986,,,1,299,297,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,727,712,14,0,2430,2170,2400,2170,4865,2550,2525,2305,2500,2500,4440,3815,3745,16800,1.264,0,,,,0.335,0.386,0.427,0.366,0.397,0.435,,,0.855,0.583,0.143,0.153,,,,,,,,,,,,,,,0.536539
1987,,,1,386,383,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,938,924,14,0,2435,2165,2415,2165,3675,2200,1970,1970,2500,2500,3520,3915,3850,8265,1.14,0,,,,0.311,0.369,0.425,0.348,0.385,0.438,,,0.854,0.584,0.127,0.153,,,,,,,,,,,,,,,0.556903
1988,,,1,611,609,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1621,1604,17,1,2655,2270,2635,2270,4845,2495,2120,1810,2695,2695,4220,4300,4300,12170,0.868,0,,,,0.419,0.492,0.577,0.467,0.521,0.587,,,0.865,0.874,0.231,0.343,,,,,,,,,,,,,,,0.580705
1989,,,1,613,611,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1921,1906,14,1,3135,2315,3120,2315,3830,2325,2245,2290,3985,3975,4195,5455,5440,6430,0.843,0,,,,0.44,0.555,0.631,0.51,0.581,0.639,,,0.92,0.875,0.329,0.386,,,,,,,,,,,,,,,0.60299
1990,,,1,607,605,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2197,2184,13,3,3620,2775,3610,2760,4180,2965,2430,2505,4730,4720,5375,6160,6155,7435,0.812,0,,,,0.512,0.598,0.666,0.564,0.619,0.674,,,1,0.957,0.351,0.398,,,,,,,,,,,,,,,0.631967
1991,,,1,470,468,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1639,1623,16,3,3485,2590,3470,2590,5280,2685,2650,2220,4475,4465,5040,6390,6380,10320,0.95,0,,,,0.474,0.558,0.633,0.521,0.583,0.642,,,0.99,0.898,0.34,0.359,,,,,,,,,,,,,,,0.648323
1992,,,1,356,355,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1296,1275,20,4,3640,2590,3595,2585,7620,3170,3455,2345,4705,4685,5980,6485,6460,19340,1.065,0,,,,0.397,0.492,0.576,0.45,0.515,0.587,,,0.884,0.737,0.309,0.329,,,,,,,,,,,,,,,0.665147
1993,,,1,273,272,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1028,1011,17,3,3770,2575,3720,2575,8640,3570,2815,2645,4850,4835,8765,6735,6695,22340,1.215,0,,,,0.364,0.447,0.536,0.405,0.472,0.546,,,0.851,0.634,0.243,0.307,,,,,,,,,,,,,,,0.679709
1994,,,1,193,192,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,797,779,18,2,4135,2625,4055,2625,10800,6660,3115,2940,5025,5010,13210,7500,7345,33595,1.421,0,,,,0.257,0.359,0.442,0.306,0.387,0.453,,,0.856,0.534,0.223,0.283,,,,,,,,,,,,,,,0.694281
1995,,,1,163,162,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,769,752,17,2,4730,3480,4645,3435,12170,6530,3890,2750,5990,5965,13135,8875,8710,26840,1.644,0,,,,0.216,0.311,0.392,0.27,0.34,0.4,,,0.857,0.556,0.213,0.288,20630,0.197,0.601,0.632,55033,0.119,0.106,0.037,11650,9655,29970,11650,,,0.707602
1996,,,1,154,153,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,828,804,24,2,5385,4180,5245,4170,17070,11765,3700,3730,6650,6625,20805,10015,9810,36835,1.691,0,0.719,0.682,0.061,0.2,0.294,0.366,0.253,0.321,0.378,0.198,0.409,0.902,0.592,0.369,0.301,22860,0.254,0.661,0.616,53845,0.173,0.133,0.045,14695,11515,29795,14695,9360,,0.724261
1997,,,1,153,153,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,880,853,27,2,5745,4360,5595,4350,19715,10780,4655,3485,6835,6820,21650,10705,10440,47975,1.79,0,0.733,0.701,0.059,0.171,0.252,0.334,0.217,0.273,0.348,0.177,0.348,0.926,0.659,0.413,0.323,25410,0.321,0.657,0.595,54886,0.157,0.132,0.045,16420,11430,33475,16395,34215,,0.732323
1998,,,1,144,144,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,936,902,34,2,6480,4640,6265,4625,24110,16185,4980,3695,7210,7190,37405,12820,12505,65195,2.038,0,0.73,0.702,0.058,0.123,0.2,0.301,0.148,0.227,0.315,0.108,0.271,0.944,0.671,0.42,0.331,27010,0.329,0.636,0.584,53806,0.145,0.13,0.045,17980,13570,32955,17985,12150,,0.738253
1999,,,1,146,145,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1013,940,73,3,6945,4710,6470,4670,33405,20360,6385,3875,7315,7265,51530,13800,13185,79830,2.132,0,0.742,0.71,0.07,0.098,0.19,0.298,0.13,0.224,0.309,0.08,0.265,0.951,0.665,0.436,0.341,26705,0.336,0.622,0.585,53968,0.176,0.128,0.044,18575,13795,31760,18580,75110,24,0.753413
2000,,,1,151,151,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1045,996,49,3,6905,4970,6595,4940,24320,16970,6470,4395,7290,7265,30570,13880,13545,48265,2.206,0,0.719,0.689,0.067,0.107,0.199,0.301,0.141,0.229,0.318,0.103,0.251,0.946,0.645,0.425,0.322,28510,0.354,0.616,0.585,54570,0.172,0.126,0.045,19535,13725,34125,19530,37435,24,0.77168
2001,,,1,155,154,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1129,1073,56,3,7300,5315,6970,5275,26160,17105,5485,3370,7690,7530,29945,14260,14160,62105,2.242,0,0.719,0.69,0.066,0.111,0.2,0.307,0.146,0.23,0.322,0.101,0.278,0.948,0.69,0.43,0.331,28515,0.362,0.588,0.585,56450,0.16,0.118,0.043,19570,15615,31390,19555,28700,24,0.779909
2002,,,1,162,162,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1209,1124,86,4,7445,5180,6940,5140,29770,18480,7955,6120,7735,7580,38520,14490,14315,62675,2.256,0,0.714,0.688,0.063,0.105,0.186,0.313,0.135,0.225,0.332,0.083,0.274,0.955,0.725,0.438,0.346,29360,0.366,0.586,0.591,55764,0.151,0.119,0.043,20585,15605,32975,20610,13670,23,0.796383
2003,,,1,185,184,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1433,1326,108,7,7750,5385,7185,5320,28750,17115,12195,5360,8175,7985,37580,14725,14535,62170,2.455,0,0.712,0.686,0.062,0.094,0.198,0.33,0.132,0.241,0.353,0.083,0.252,0.967,0.746,0.446,0.353,31965,0.368,0.596,0.62,56315,0.162,0.116,0.042,21245,15280,36795,21240,12890,23,0.811654
2004,,,1,216,215,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1685,1573,112,11,7800,5570,7305,5545,26735,19205,9765,7255,8345,8185,33690,14615,14485,55980,2.662,0,0.716,0.688,0.066,0.105,0.214,0.36,0.154,0.26,0.382,0.1,0.295,0.99,0.765,0.484,0.362,30450,0.373,0.621,0.608,55924,0.161,0.12,0.043,20700,14900,34205,20700,25030,23,0.834702
2005,,,1,257,257,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2060,1949,111,11,8000,5985,7585,5960,29445,23195,11305,5760,8955,8805,36935,14740,14625,61375,2.578,0,0.725,0.7,0.061,0.107,0.236,0.366,0.168,0.279,0.381,0.108,0.334,1.017,0.792,0.524,0.371,31385,0.394,0.63,0.6,56223,0.162,0.118,0.043,20845,14710,35515,20840,43350,23,0.858669
2006,,,1,276,276,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2416,2264,152,15,8740,6370,8210,6355,31670,25485,9385,6805,9740,9605,39450,16145,15620,61450,2.987,0,0.729,0.702,0.07,0.124,0.25,0.374,0.181,0.291,0.391,0.12,0.345,1.033,0.833,0.553,0.389,30560,0.408,0.651,0.585,56032,0.17,0.12,0.043,19930,13805,33715,19930,21865,23,0.876992
2007,,,1,274,273,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2455,2302,153,12,8975,6570,8435,6535,33465,25450,10875,5145,9860,9720,39925,16970,16380,67930,2.961,0,0.722,0.697,0.067,0.138,0.263,0.399,0.191,0.307,0.414,0.127,0.36,1.039,0.855,0.558,0.406,30250,0.42,0.666,0.579,55262,0.175,0.122,0.043,19655,12505,33865,19660,30155,23,0.906824
2008,,,1,286,285,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2694,2508,186,22,9435,6870,8800,6855,37310,26460,16575,8885,10150,10060,45375,17635,17135,86660,3.058,0,0.72,0.691,0.073,0.149,0.294,0.455,0.211,0.347,0.475,0.143,0.388,1.06,0.972,0.607,0.483,29225,0.428,0.663,0.584,55448,0.174,0.122,0.044,18420,11895,31840,18415,26990,23,0.910217
2009,,,1,332,330,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,3652,3368,285,24,11015,7875,10200,7860,41110,33485,13120,7820,11915,11720,56650,20275,19665,89845,3.389,0,0.741,0.712,0.087,0.15,0.26,0.437,0.216,0.308,0.458,0.156,0.388,1.072,1.064,0.662,0.553,29515,0.427,0.661,0.583,55246,0.178,0.124,0.044,18195,11550,31465,18195,23975,23,0.929017
2010,,,1,390,389,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,4661,4364,298,30,11960,9405,11225,9370,43595,34015,12420,8030,12985,12850,59555,21745,21355,94730,3.307,0,0.719,0.691,0.083,0.137,0.247,,0.201,0.303,,0.128,0.389,1.096,,0.725,,27945,0.411,0.663,0.589,54611,0.184,0.126,0.045,17095,11140,30360,17095,23210,23,0.941916
2011,,,1,488,486,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,6568,6143,425,49,13465,9935,12630,9925,44900,35605,15365,9550,14905,14705,56405,25440,24670,96200,3.67,0,0.761,0.728,0.096,0.148,0.235,,0.201,0.278,,0.144,0.382,1.096,,0.716,,27100,0.409,0.656,0.596,55274,0.177,0.122,0.044,16830,10915,28945,16815,21870,23,0.965479
2012,,,1,504,503,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,7664,7114,550,71,15195,10190,14145,10175,50150,40355,14785,9230,17345,17145,68225,30125,29040,109185,4.179,1,0.792,0.752,0.112,0.12,,,0.166,,,0.133,0.292,1.09,,0.716,,26630,0.418,0.674,0.587,55208,0.178,0.122,0.044,16595,10595,27905,16575,25330,23,0.980216
2013,,,1,483,482,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,8253,7696,558,90,17095,10390,15980,10380,50465,41210,19480,10300,19380,19110,66755,36595,34995,106875,4.767,1,0.759,0.717,0.123,,,,,,,,,,,,,26120,0.443,0.7,0.573,54920,0.179,0.123,0.044,16190,9825,27695,16180,20395,23,0.992323
2014,,,1,458,457,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,8863,8135,728,96,19345,11550,17810,11425,52305,39610,18770,10040,21990,21740,69615,44135,41685,114120,5.563,1,0.729,0.68,0.138,,,,,,,,,,,,,25530,0.452,0.709,0.568,55022,0.191,0.123,0.045,15565,9360,26130,15560,19165,23,1
1970,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1505,860,1505,860,,,,,3440,3440,,3440,3440,,0,0,,,,0,0,0,0,0,0,,,0.841,0.557,0,0,,,,,,,,,,,,,,,0.209694
1971,,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1185,870,1185,870,,,,,1655,1655,,2555,2555,,0,0,,,,0.067,0.067,0.133,0.067,0.067,0.133,,,0.844,0.565,0.067,0.067,,,,,,,,,,,,,,,0.217343
1972,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1145,1000,1160,1055,935,935,,,1335,1335,950,1800,1945,950,1.194,0,,,,0.129,0.129,0.194,0.129,0.161,0.194,,,0.847,0.527,0.065,0.065,,,,,,,,,,,,,,,0.224633
1973,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1400,1295,1400,1295,,,,,1680,1680,,2575,2575,,0.237,0,,,,0.184,0.237,0.342,0.211,0.289,0.342,,,0.845,0.564,0.026,0.028,,,,,,,,,,,,,,,0.24199
1974,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1610,1310,1610,1310,,,,,1900,1900,,2640,2640,,2.619,0,,,,0.19,0.238,0.262,0.19,0.238,0.262,,,0.845,0.558,0.024,0.048,,,,,,,,,,,,,,,0.269745
1975,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1985,1405,1985,1405,,,,,2560,2560,,4220,4220,,1.237,0,,,,0.105,0.211,0.263,0.158,0.263,0.263,,,0.846,0.566,0.027,0.054,,,,,,,,,,,,,,,0.287627
1976,,,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1770,1290,1730,1280,3325,3325,,,2570,2560,3325,3510,3695,3325,2.575,0,,,,0.225,0.3,0.325,0.25,0.325,0.325,,,0.843,0.553,0.075,0.075,,,,,,,,,,,,,,,0.302189
1977,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,2010,1705,1990,1700,1785,1615,,,2575,2570,2305,3520,3840,2650,1.521,0,,,,0.07,0.155,0.225,0.099,0.169,0.239,,,0.841,0.55,0.085,0.099,,,,,,,,,,,,,,,0.322139
1978,,,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,2020,1690,2005,1695,1645,1645,,,2225,2225,2130,3550,3550,2130,2.021,0,,,,0.146,0.188,0.229,0.167,0.198,0.229,,,0.841,0.55,0.125,0.135,,,,,,,,,,,,,,,0.346492
1979,,,2,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,0,2340,2105,2255,2105,4195,3000,,,2225,2220,6450,4245,4240,8900,2.696,0,,,,0.14,0.164,0.181,0.158,0.175,0.193,,,0.842,0.55,0.088,0.099,,,,,,,,,,,,,,,0.381639
1980,,,2,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14,14,0,0,2385,2135,2360,2135,1650,1775,,,2595,2570,1800,4275,4275,2430,2.506,0,,,,0.111,0.119,0.166,0.119,0.128,0.166,,,0.841,0.55,0.043,0.068,,,,,,,,,,,,,,,0.42186
1981,,,2,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26,25,1,0,2480,2160,2445,2145,2165,2135,,,3175,2935,2210,4315,4285,4215,2.322,0,,,,0.084,0.124,0.169,0.107,0.136,0.177,,,0.841,0.551,0.069,0.081,,,,,,,,,,,,,,,0.452594
