fy,full_sample,sel_index,typen,borrowers,undergrad_bor,grad_bor,both_grad_undergrad,parplus_bor,tot_bal,undergrad_loans,grad_loans,parplus_loans,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad_l,mn_grad_loan,md_grad_loan,mn_parplus_loan,md_parplus_loan,pct75_tot_bal,pct75_undergrad_l,pct75_grad_l,pct90_tot_bal,pct90_undergrad_l,pct90_grad_l,mn_duration_borrowing,md_duration_borrowing,rep_tot,rep_ug,rep_gr,mn_rep_tot_bal,mn_rep_undergrad_l,mn_rep_grad_l,md_rep_tot_bal,md_rep_undergrad_l,md_rep_grad_l,rep_tot_bal,rep_undergrad_l,rep_grad_l,mn_fam_inc,dependent,female,first_gen,median_hh,pct_black,poverty_rate,unemp_rate,md_fam_inc,md_ind_fam_inc,md_dep_fam_inc,md_und_fam_inc,md_grad_fam_inc,md_par_fam_inc,cpi_adj
1972,,2,,25,24,1,0,0,33,32,1,0,1315,1000,1300,955,1475,1335,,,1695,1625,1780,2530,2500,2670,4.99,0,3,3,0,1005,965,1440,860,855,1320,5,5,0,,,,,,,,,,,,,,,0.224633
1973,,2,,34,33,1,0,0,46,44,2,0,1345,1115,1325,1070,1585,1335,,,1715,1680,1995,2670,2670,2670,5.15,0,8,8,0,1090,1080,1305,855,855,1185,10,10,0,,,,,,,,,,,,,,,0.24199
1974,,2,,43,41,2,0,0,61,57,3,0,1420,1255,1395,1245,1695,1335,,,1780,1740,2045,2670,2670,2940,4.98,0,15,14,1,1170,1145,1500,985,945,1140,15,15,0,,,,,,,,,,,,,,,0.269745
1975,,2,,54,52,2,1,0,80,76,4,0,1475,1290,1445,1275,1780,1380,,,1780,1780,2225,2670,2670,3115,5.18,0,20,19,1,1180,1160,1395,1000,1000,1000,25,25,0,,,,,,,,,,,,,,,0.287627
1976,,2,,65,63,2,1,0,100,95,5,0,1540,1335,1510,1305,1910,1480,,,1780,1780,2295,2775,2670,3560,5.42,0,25,24,1,1255,1225,1655,1080,1065,1280,30,30,0,,,,,,,,,,,,,,,0.302189
1977,,2,,84,82,3,1,0,136,129,7,0,1615,1335,1585,1335,1860,1425,,,2005,1960,2225,3025,2965,3560,5.78,1,32,31,1,1295,1270,1640,1110,1100,1285,40,40,0,,,,,,,,,,,,,,,0.322139
1978,,2,,112,108,3,1,0,188,179,9,0,1685,1335,1650,1335,2025,1560,,,2175,2135,2285,3115,3115,4320,5.81,1,43,42,2,1360,1335,1730,1155,1140,1310,60,55,5,,,,,,,,,,,,,,,0.346492
1979,,2,,160,156,4,2,0,290,276,14,0,1815,1395,1770,1340,2245,1690,,,2225,2225,2400,3560,3425,4450,5.82,1,57,55,2,1445,1420,1825,1205,1200,1455,80,80,5,,,,,,,,,,,,,,,0.381639
1980,,2,,257,251,6,3,0,499,479,20,0,1940,1755,1905,1720,2210,1750,,,2225,2225,2510,3605,3560,4450,5.64,1,73,71,3,1540,1505,1925,1230,1215,1590,115,105,5,,,,,,,,,,,,,,,0.42186
1981,,2,,417,410,8,5,0,907,877,30,0,2175,2145,2140,2135,2395,1990,2445,2620,2535,2500,2670,4240,4105,4450,5.42,1,105,103,4,1680,1640,2085,1375,1335,1600,175,170,10,,,,,,,,,,,,,,,0.452594
1982,,2,,552,543,9,6,1,1278,1238,38,1,2315,2225,2280,2225,2530,2090,2090,2200,2670,2670,2895,4450,4450,4450,5.26,1,168,164,6,1870,1835,2125,1670,1655,1650,315,300,15,,,,,,,,,,,,,,,0.474364
1983,,2,,695,684,10,7,2,1681,1632,44,4,2415,2225,2385,2225,2625,2085,2635,2290,2840,2760,2940,4450,4450,4670,5.18,1,254,249,8,2085,2060,2170,1940,1935,1790,530,515,15,,,,,,,,,,,,,,,0.491878
1984,,2,,843,828,11,8,4,2091,2031,52,8,2480,2225,2450,2225,2800,2095,2385,2360,3015,2980,3230,4450,4450,5340,5.07,1,351,345,10,2220,2195,2260,1985,1980,1855,780,755,20,,,,,,,,,,,,,,,0.509814
1985,,2,,1006,988,12,8,5,2546,2474,59,13,2530,2225,2505,2225,2905,2115,2335,2210,3115,3080,3215,4450,4450,5850,4.97,1,452,445,12,2330,2305,2485,2030,2025,1885,1055,1025,30,,,,,,,,,,,,,,,0.528431
1986,,2,,1147,1127,12,8,8,2923,2845,60,18,2550,2225,2525,2225,2995,2085,2340,2165,3115,3110,3310,4450,4450,6240,4.94,1,574,566,13,2400,2370,2780,2045,2040,1980,1375,1340,35,,,,,,,,,,,,,,,0.536539
1987,,2,,1236,1215,11,8,10,3163,3081,59,23,2560,2225,2535,2225,3035,2045,2275,2075,3165,3140,3330,4465,4450,6670,4.91,1,682,673,14,2435,2405,2875,2055,2045,2025,1660,1620,40,,,,,,,,,,,,,,,0.556903
1988,,2,,1316,1291,10,8,15,3417,3321,60,36,2595,2215,2575,2210,3285,2005,2395,2145,3205,3190,3510,4675,4670,6700,4.88,1,786,778,14,2460,2435,2950,2070,2060,1980,1935,1890,40,,,,,,,,,,,,,,,0.580705
1989,,2,,1391,1363,10,8,19,3689,3577,64,48,2650,2225,2625,2225,3585,2205,2500,2135,3260,3225,3800,4960,4910,7870,4.85,1,862,854,14,2485,2460,3120,2075,2065,2000,2140,2100,45,,,,,,,,,,,,,,,0.60299
1990,,2,,1445,1412,9,8,25,3921,3791,65,65,2715,2250,2685,2235,3760,2350,2640,2290,3335,3305,3970,5165,5125,8280,4.82,1,914,906,14,2520,2495,3225,2100,2090,2190,2305,2260,45,,,,,,,,,,,,,,,0.631967
1991,,2,,1491,1453,9,8,30,4256,4106,65,85,2855,2400,2825,2385,3850,2435,2785,2425,3510,3500,3975,5345,5320,8175,4.84,1,933,925,14,2605,2575,3255,2155,2145,2255,2430,2385,45,,,,,,,,,,,,,,,0.648323
1992,,2,,1518,1474,9,8,37,4598,4418,71,109,3030,2500,2995,2500,4290,2455,2945,2500,3780,3770,4265,5705,5645,9480,4.89,1,929,921,13,2780,2745,3745,2330,2320,2355,2580,2530,50,,,,,,,,,,,,,,,0.665147
1993,,2,,1551,1505,9,7,40,5082,4882,77,122,3275,2600,3245,2600,4805,2590,3085,2515,4145,4140,4805,6300,6225,10190,4.95,1,927,919,13,3040,3005,4015,2460,2455,2500,2815,2765,50,,,,,,,,,,,,,,,0.679709
1994,,2,,1625,1580,9,7,40,5690,5479,82,129,3500,2625,3470,2625,5335,2690,3265,2470,4505,4500,5165,6825,6780,11470,5.01,1,954,946,12,3200,3165,4625,2500,2500,2625,3050,2995,55,,,,,,,,,,,,,,,0.694281
1995,,2,,1682,1638,8,6,39,6357,6132,89,136,3780,2655,3745,2650,6090,2835,3520,2495,4880,4870,5640,7540,7500,13300,5.07,1,976,969,12,3385,3350,4895,2570,2560,2725,3305,3250,60,30665,0.39,0.61,0.53,56367.4,0.13,0.09,0.04,22430,13730,44710,22420,17935,28050,0.707602
1996,,2,,1745,1702,8,7,39,7124,6877,99,148,4080,2795,4040,2790,6770,3060,3810,2615,5245,5235,6145,8235,8165,14500,5.12,1,1002,996,12,3660,3625,5390,2675,2670,2840,3670,3605,65,31090,0.42,0.61,0.52,55860.6,0.13,0.09,0.04,22570,14015,43870,22560,12800,33340,0.724261
1997,,2,,1820,1777,8,7,39,7991,7722,105,164,4390,2980,4345,2970,7275,3135,4170,2855,5525,5515,6175,8990,8920,14740,5.19,1,1032,1025,12,3955,3910,5905,2800,2795,2960,4080,4010,70,31900,0.43,0.62,0.51,56142,0.13,0.09,0.04,22975,14085,44235,22965,22240,29860,0.732323
1998,,2,,1923,1879,7,7,40,9091,8796,116,180,4730,3270,4680,3260,7760,3520,4550,3085,6090,6065,6700,10080,10045,15955,5.2,1,1096,1089,12,4515,4470,6860,3170,3160,3365,4950,4865,85,32830,0.45,0.62,0.5,55636.7,0.12,0.09,0.04,23985,14485,45440,23980,17880,33340,0.738253
1999,,2,,1966,1923,7,8,40,9952,9634,126,192,5060,3460,5010,3450,8735,3755,4820,3295,6475,6450,7000,10905,10850,19085,5.24,2,1121,1114,12,4885,4825,8075,3405,3390,3660,5475,5380,95,33805,0.46,0.62,0.5,54754.7,0.11,0.09,0.04,24535,14800,46025,24530,23500,33390,0.753413
2000,,2,,1987,1944,7,7,40,10676,10337,123,216,5375,3615,5315,3605,9095,3815,5375,3620,6785,6770,7675,11695,11635,18925,5.28,2,1127,1121,11,5245,5190,8680,3610,3600,3725,5910,5820,95,34870,0.47,0.62,0.51,54370.3,0.1,0.09,0.04,25455,15260,46755,25450,23915,37990,0.77168
2001,,2,,2029,1985,6,7,41,11510,11147,130,233,5675,3790,5615,3775,9570,3915,5650,3845,7110,7090,8185,12405,12340,21450,5.3,2,1138,1132,10,5595,5535,9110,3800,3795,3875,6365,6270,95,35845,0.48,0.61,0.51,54080.7,0.1,0.09,0.04,26255,15710,47770,26250,24335,34555,0.779909
2002,,2,,2135,2092,6,8,42,12639,12237,136,266,5920,3900,5850,3875,9960,4010,6325,4000,7390,7360,9265,13015,12935,22400,5.31,2,1155,1149,11,5900,5835,9850,3940,3935,3875,6810,6710,105,36895,0.48,0.61,0.51,54293.1,0.1,0.09,0.04,27145,16145,48890,27145,24960,39565,0.796383
2003,,2,,2298,2251,6,9,45,14236,13768,152,315,6195,3975,6115,3965,10375,4220,6935,4150,7705,7660,9015,13710,13635,25255,5.27,2,1192,1187,11,6145,6085,10115,4005,4000,4010,7325,7220,110,37730,0.48,0.61,0.51,54466.5,0.1,0.09,0.04,27705,16390,49575,27690,24335,46790,0.811654
2004,,2,,2484,2434,6,9,51,16199,15620,162,418,6520,4130,6420,4110,10570,4465,8255,4505,8115,8060,10220,14520,14410,24800,5.21,2,1257,1252,11,6385,6320,10400,4080,4070,4085,8030,7915,115,38045,0.49,0.62,0.51,54386.8,0.11,0.09,0.04,27955,16535,49720,27950,22845,41725,0.834702
2005,,2,,2670,2614,6,10,58,18332,17708,196,428,6865,4335,6775,4325,12065,4780,7355,4295,8660,8620,12425,15455,15325,29655,5.1,2,1346,1341,12,6715,6635,12040,4215,4210,4565,9040,8900,140,38545,0.49,0.62,0.51,54358.6,0.11,0.09,0.04,28345,16550,49990,28335,28035,44565,0.858669
2006,,2,,2844,2784,5,12,63,20877,20157,223,497,7340,4605,7240,4590,13130,5335,7955,4565,9345,9300,13945,16645,16490,34140,5.01,2,1454,1449,12,7105,7020,12945,4445,4435,4875,10325,10165,155,38795,0.5,0.62,0.51,54407.9,0.11,0.09,0.04,28445,16335,49970,28435,28860,39755,0.876992
2007,,2,,3015,2954,5,13,67,23781,22944,243,594,7885,4965,7765,4945,13685,5580,8920,4975,10095,10040,14410,17985,17785,38685,4.9,2,1559,1554,13,7545,7460,13415,4720,4710,5150,11765,11590,170,39020,0.51,0.62,0.5,54495.4,0.11,0.09,0.04,28505,16295,49665,28490,26715,39935,0.906824
2008,,2,,3212,3150,5,14,68,27294,26361,279,655,8495,5390,8370,5375,15035,6210,9600,5130,10855,10790,16570,19405,19180,41190,4.75,2,1672,1668,13,7960,7870,14005,4960,4950,5605,13310,13130,180,39355,0.52,0.62,0.5,54613.6,0.12,0.09,0.04,28550,15990,49585,28540,29410,37150,0.910217
2009,,2,,3554,3490,5,16,72,32463,31375,352,735,9135,5750,8990,5745,16920,7490,10260,5545,11650,11595,20265,20785,20530,44285,4.54,2,1850,1846,14,8360,8270,14965,5175,5165,5950,15465,15260,205,39825,0.52,0.61,0.5,54870,0.12,0.09,0.04,28570,15770,49740,28555,31075,37625,0.929017
2010,,2,,3928,3862,5,19,76,38785,37530,439,816,9875,6275,9715,6265,18140,7710,10700,5620,12695,12625,23210,22370,22130,49365,4.32,2,2025,2021,15,8850,8750,15890,5490,5480,6390,17925,17685,240,39455,0.51,0.6,0.5,54957.5,0.12,0.09,0.04,27930,15370,49280,27920,33060,38490,0.941916
2011,,2,,4374,4303,5,24,84,46988,45468,559,960,10745,6935,10565,6930,19290,8570,11390,5790,13985,13905,25465,24440,24115,51075,4.1,2,2338,2334,17,9645,9540,17485,6025,6015,6910,22560,22260,300,38850,0.51,0.6,0.5,55013.3,0.12,0.1,0.04,26935,14700,48305,26925,29905,35780,0.965479
2012,,2,,4789,4718,5,27,89,55177,53398,682,1095,11520,7425,11320,7405,21425,10315,12325,6245,14960,14875,30350,26320,25990,54930,3.87,2,2767,2762,20,10440,10315,19400,6475,6460,8115,28880,28495,385,38105,0.51,0.6,0.5,55023.2,0.13,0.1,0.04,26105,14070,47100,26095,32125,34185,0.980216
2013,,2,,5081,5012,5,29,88,62145,60195,788,1160,12230,7830,12010,7815,23320,10995,13115,6665,15930,15845,34280,28285,27930,59920,3.65,1,3226,3221,24,11335,11195,21220,6995,6980,9225,36565,36065,500,37680,0.51,0.59,0.5,55029.7,0.13,0.1,0.04,25510,13530,46095,25505,32485,32895,0.992323
2014,,2,,5261,5192,4,31,89,67704,65561,886,1255,12870,8120,12625,8105,25335,11955,14060,6975,16845,16735,36375,30195,29795,63880,3.45,1,3747,3743,27,12230,12080,23130,7530,7510,11125,45835,45215,620,37480,0.52,0.59,0.5,55031.6,0.13,0.1,0.04,25210,13230,45545,25210,34000,31855,1
1970,,3,,46,46,0,1,0,60,59,1,0,1315,890,1300,890,1365,1335,,,1335,1335,1500,2225,2225,2650,6.23,1,0,0,0,1755,1680,1330,1125,1125,1330,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,3,,75,75,0,2,0,124,121,2,0,1640,1335,1605,1335,1420,1335,,,2045,2000,1425,2670,2670,2670,6.2,1,3,3,0,1350,1315,1000,865,865,1135,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,3,,97,97,0,3,0,180,175,5,0,1850,1335,1800,1335,1520,1335,,,2610,2450,1500,3560,3340,2670,6.2,1,13,13,0,1345,1295,1390,1040,985,1265,20,15,0,,,,,,,,,,,,,,,0.224633
1973,,3,,120,120,0,5,0,240,232,8,0,2000,1500,1935,1335,1660,1335,,,2670,2670,2225,3880,3570,3115,6.25,1,26,26,1,1465,1430,1255,1215,1195,1160,40,35,0,,,,,,,,,,,,,,,0.24199
1974,,3,,141,141,0,7,0,302,289,13,0,2145,1730,2055,1600,1820,1335,,,2670,2670,2225,4005,4005,3390,6.36,2,39,39,1,1635,1595,1270,1290,1270,1065,65,60,0,,,,,,,,,,,,,,,0.269745
1975,,3,,165,165,0,10,0,376,356,20,0,2280,1780,2155,1735,1990,1560,,,2980,2670,2290,4450,4230,3865,6.47,2,53,53,2,1755,1690,1600,1410,1320,1205,95,90,5,,,,,,,,,,,,,,,0.287627
1976,,3,,189,189,0,15,0,462,430,31,0,2440,1780,2275,1780,2115,1780,,,3130,2915,2500,4895,4450,3950,6.43,2,64,64,3,1870,1795,1700,1475,1390,1265,120,115,5,,,,,,,,,,,,,,,0.302189
1977,,3,,230,230,0,21,0,608,555,52,0,2640,2000,2410,1800,2490,2165,,,3500,3115,3150,5340,4695,4485,6.45,2,79,79,4,1965,1870,1925,1540,1455,1500,155,145,10,,,,,,,,,,,,,,,0.322139
1978,,3,,279,279,0,29,0,807,722,85,0,2890,2225,2585,2090,2890,2225,,,3755,3470,4100,5875,5120,6360,6.47,2,95,95,7,2090,1940,2035,1595,1520,1795,200,185,15,,,,,,,,,,,,,,,0.346492
1979,,3,,375,375,0,42,0,1167,1030,137,0,3110,2225,2745,2225,3230,2225,,,4095,3590,4450,6475,5340,6675,6.34,2,115,115,11,2245,2020,2425,1680,1595,2000,260,230,25,,,,,,,,,,,,,,,0.381639
1980,,3,,546,546,0,65,0,1768,1535,233,0,3240,2225,2810,2225,3575,3065,,,4395,3825,4450,6675,5340,7120,6.16,2,142,142,16,2475,2170,2675,1785,1700,2050,350,310,45,,,,,,,,,,,,,,,0.42186
1981,,3,,737,736,0,91,1,2596,2184,411,2,3525,2225,2965,2225,4510,4350,2400,2610,4450,4235,5785,6675,5430,8900,6.03,2,184,184,24,2745,2355,2980,2000,1880,2145,505,435,70,,,,,,,,,,,,,,,0.452594
1982,,3,,837,835,0,110,3,3161,2589,565,8,3775,2500,3100,2225,5125,4450,2760,2550,4450,4450,7235,7315,5885,10945,6.04,2,257,257,38,3060,2570,3340,2145,2080,2580,790,660,125,,,,,,,,,,,,,,,0.474364
1983,,3,,983,975,0,127,8,3924,3166,737,22,3990,2665,3245,2345,5780,4450,2805,2540,4740,4450,8900,7965,6400,13350,6.02,2,346,346,53,3335,2750,3870,2250,2135,3170,1155,950,205,,,,,,,,,,,,,,,0.491878
1984,,3,,1109,1097,0,146,12,4577,3617,925,34,4130,2670,3295,2400,6335,4450,2930,2515,4895,4450,8900,8380,6565,13350,5.96,2,441,441,66,3590,2915,4460,2500,2215,3455,1580,1285,295,,,,,,,,,,,,,,,0.509814
1985,,3,,1254,1237,0,165,16,5347,4160,1140,47,4265,2795,3360,2500,6885,4450,2860,2450,5045,4450,9910,8675,6675,15000,5.96,2,545,545,80,3765,3035,4980,2635,2360,3535,2050,1650,400,,,,,,,,,,,,,,,0.528431
1986,,3,,1387,1366,0,183,21,6023,4619,1344,60,4340,2815,3380,2500,7325,5000,2895,2350,5140,4450,11075,8810,6675,16270,5.92,2,652,652,95,3885,3080,5555,2675,2440,3710,2530,2005,525,,,,,,,,,,,,,,,0.536539
1987,,3,,1497,1471,0,199,27,6767,5040,1649,78,4520,2860,3425,2520,8255,6110,2920,2330,5315,4450,12365,8910,6675,18540,5.9,2,754,753,109,3995,3120,6090,2710,2480,3935,3010,2350,660,,,,,,,,,,,,,,,0.556903
1988,,3,,1625,1586,0,215,39,7672,5547,2005,120,4725,2930,3495,2585,9290,6675,3105,2445,5425,4560,13475,9635,7000,21100,5.9,2,857,857,124,4140,3150,6825,2705,2480,4360,3545,2700,850,,,,,,,,,,,,,,,0.580705
1989,,3,,1746,1692,1,229,55,8616,6093,2344,179,4935,2990,3600,2640,10210,6740,3250,2795,5590,4670,14920,10235,7370,24000,5.88,2,944,944,137,4315,3210,7635,2715,2500,4965,4075,3025,1045,,,,,,,,,,,,,,,0.60299
1990,,3,,1853,1782,0,235,73,9558,6678,2624,255,5160,3030,3750,2675,11125,7500,3475,3070,5795,4960,16465,10755,7795,26545,5.88,2,1017,1016,150,4565,3280,8755,2735,2500,5305,4645,3335,1310,,,,,,,,,,,,,,,0.631967
1991,,3,,1951,1859,1,237,96,10658,7411,2898,349,5460,3140,3985,2750,12185,7795,3645,3090,6195,5250,18150,11510,8400,29895,5.89,3,1055,1054,155,4875,3425,9895,2785,2560,5770,5145,3610,1535,,,,,,,,,,,,,,,0.648323
1992,,3,,2044,1928,1,237,120,11903,8307,3139,456,5825,3325,4310,2880,13190,8475,3790,3095,6655,5540,19580,12450,9250,32745,5.92,3,1071,1071,155,5300,3695,11095,2880,2645,6630,5680,3955,1725,,,,,,,,,,,,,,,0.665147
1993,,3,,2144,2015,1,237,134,13600,9562,3486,552,6345,3695,4745,3285,14655,9905,4110,3130,7375,6215,21625,13535,10310,35155,5.94,3,1087,1086,154,5825,4035,12625,3190,2780,7505,6335,4385,1950,,,,,,,,,,,,,,,0.679709
1994,,3,,2283,2143,1,241,147,16210,11453,4071,686,7100,4090,5345,3700,16810,11340,4680,3270,8355,7065,24695,15265,11625,40380,5.95,3,1120,1120,154,6355,4425,14055,3475,2995,8625,7120,4950,2165,,,,,,,,,,,,,,,0.694281
1995,,3,,2411,2261,1,249,157,19223,13625,4771,827,7975,4650,6025,4160,18995,12980,5270,3535,9510,8070,27250,17310,13360,46840,5.94,3,1161,1160,154,7015,4890,16055,3785,3300,9970,8145,5675,2470,39850,0.59,0.58,0.44,52911,0.14,0.15,0.04,30280,16445,45540,30255,22655,31015,0.707602
1996,,3,,2567,2406,2,262,168,22822,16191,5632,999,8890,5185,6730,4720,21340,14765,5930,3925,10700,9085,30850,19615,15075,53675,5.97,3,1217,1216,156,7855,5515,18325,4235,3710,10995,9560,6710,2850,40340,0.61,0.59,0.44,51671.5,0.14,0.14,0.04,30710,16670,45280,30665,27380,41915,0.724261
1997,,3,,2721,2551,2,280,179,26924,18983,6739,1202,9895,5560,7440,5225,23845,16310,6715,4175,11830,10195,35105,21765,16780,58405,6,3,1285,1284,163,8800,6170,20725,4780,4165,12660,11315,7925,3390,40820,0.61,0.6,0.44,51776.1,0.15,0.14,0.04,30800,17045,45185,30760,26940,47875,0.732323
1998,,3,,2926,2749,2,315,187,32137,22498,8254,1385,10985,6045,8185,5485,26015,16475,7405,4610,13275,11220,37540,24470,18610,65920,6.02,3,1400,1398,185,10690,7365,25195,5465,4820,15305,14965,10300,4665,41725,0.62,0.59,0.44,52520.6,0.15,0.13,0.04,31610,17505,45580,31545,29230,44595,0.738253
1999,,3,,3076,2890,2,341,197,36969,25705,9667,1597,12020,6560,8895,5965,28170,17695,8090,4990,14480,12280,39365,26935,20155,71890,6.04,4,1490,1488,198,11960,8240,28050,6170,5335,17080,17820,12265,5560,42560,0.63,0.59,0.44,54726.7,0.15,0.11,0.04,32100,17690,46260,32070,33425,41110,0.753413
2000,,3,,3212,3018,3,367,207,41936,28863,11286,1786,13055,7015,9565,6390,30495,18530,8645,5365,15645,13315,42300,29280,21710,77960,6.04,4,1563,1561,212,13240,9080,30705,6865,5905,18270,20695,14170,6525,43720,0.64,0.59,0.44,54745.1,0.15,0.11,0.04,32935,17975,47300,32910,35775,39055,0.77168
2001,,3,,3366,3162,3,392,218,47252,32284,12959,2009,14035,7525,10210,6825,32810,19285,9210,5770,16665,14145,45515,31810,23160,84440,6.04,4,1638,1636,227,14625,9940,33890,7570,6515,19880,23955,16265,7690,44825,0.65,0.59,0.44,54762.9,0.15,0.11,0.04,33790,18210,48150,33745,37685,42245,0.779909
2002,,3,,3561,3344,3,430,233,53269,36005,14985,2279,14960,7970,10765,7180,34620,20040,9800,6030,17525,14880,47060,34060,24395,90820,6.04,4,1721,1719,248,16005,10675,37060,8115,6975,21355,27540,18350,9190,45980,0.65,0.59,0.44,54886.1,0.15,0.11,0.04,34580,18545,49020,34545,39580,39240,0.796383
2003,,3,,3804,3566,3,475,256,60268,40222,17272,2773,15845,8415,11280,7570,36080,20965,10810,6280,18560,15605,48065,36210,25610,94455,6,4,1824,1822,277,17325,11320,39635,8670,7370,23035,31605,20620,10985,46665,0.66,0.59,0.44,54999.5,0.15,0.11,0.04,34985,18860,49245,34960,40835,39080,0.811654
2004,,3,,4059,3796,4,526,285,68062,44801,19781,3480,16770,8910,11800,7980,37285,21985,12205,6830,19795,16370,49315,38505,26840,97485,5.94,4,1950,1947,311,18545,11955,41420,9320,7865,24050,36165,23285,12880,47360,0.66,0.6,0.44,55115.5,0.15,0.11,0.04,35450,18910,49805,35420,42760,40715,0.834702
2005,,3,,4301,4009,5,581,317,76370,49787,22838,3744,17755,9500,12415,8490,39005,23565,11795,6960,20980,17140,51595,40885,28315,100875,5.89,4,2106,2103,354,19825,12665,42670,10135,8480,24815,41750,26630,15120,48040,0.67,0.6,0.43,55252.8,0.15,0.11,0.04,35905,18875,50205,35875,44000,40415,0.858669
2006,,3,,4526,4217,5,642,338,85995,55459,26148,4388,19000,10315,13150,9090,40395,24845,12990,7565,22530,18175,53625,43900,29975,103635,5.84,4,2276,2272,402,21185,13455,43875,11010,9225,25820,48210,30570,17640,48585,0.67,0.6,0.43,55380,0.15,0.11,0.04,36290,18955,50315,36265,45460,40070,0.876992
2007,,3,,4749,4428,6,704,355,96328,61397,29934,4996,20285,11035,13865,9695,42175,26000,14090,8150,24050,19170,55960,46880,31570,107320,5.77,4,2425,2421,439,22170,14140,44525,11775,9800,26485,53755,34220,19530,49285,0.68,0.6,0.43,55596.9,0.15,0.11,0.04,36775,18920,50570,36760,46665,39100,0.906824
2008,,3,,4972,4639,6,762,370,107600,67772,34221,5607,21640,11825,14610,10420,44525,27620,15155,8835,25720,20035,59065,49850,33175,113180,5.68,4,2580,2576,478,23225,14765,45780,12400,10305,27655,59925,38035,21890,50060,0.69,0.6,0.42,55800.3,0.15,0.11,0.04,37285,18975,50915,37280,47015,40015,0.910217
2009,,3,,5281,4925,7,826,397,120916,75734,38910,6262,22900,12750,15375,11095,46690,29075,15790,9040,27045,20930,61855,52540,34825,118745,5.55,4,2796,2791,531,24195,15255,47215,12890,10660,28640,67650,42575,25075,50870,0.69,0.6,0.42,56157,0.14,0.11,0.04,37750,19010,51345,37740,47965,39295,0.929017
2010,,3,,5618,5230,8,895,436,136046,84632,44324,7065,24215,13510,16185,11705,49070,30155,16200,9095,28585,22125,64875,55345,36570,125255,5.42,4,3011,3005,582,25415,15920,49285,13545,11115,30020,76520,47840,28680,51175,0.69,0.6,0.42,56391.8,0.14,0.11,0.04,37780,18920,51410,37800,48580,37040,0.941916
2011,,3,,6002,5572,9,968,490,154462,95556,50556,8312,25735,14415,17150,12370,51745,31490,16980,9625,30630,23725,67940,58605,38865,132180,5.28,3,3289,3282,640,26910,16820,51995,14305,11670,31575,88495,55215,33280,51195,0.7,0.6,0.42,56576.6,0.14,0.11,0.04,37560,18750,50975,37605,48505,33900,0.965479
2012,,3,,6293,5853,10,1028,504,172632,105986,57177,9425,27435,15215,18110,12980,55100,33700,18710,10675,32830,25240,72400,62180,41250,140275,5.14,3,3636,3629,707,28335,17725,54735,15035,12165,33260,103025,64315,38710,51030,0.7,0.6,0.42,56668.9,0.14,0.11,0.04,37180,18505,50500,37225,48520,33415,0.980216
2013,,3,,6513,6069,10,1076,511,189258,115669,63130,10416,29055,16015,19060,13585,58120,35385,20375,11315,34970,26730,75795,65460,43715,147100,4.99,3,4003,3995,774,29835,18745,57510,15830,12765,35035,119435,74895,44540,51010,0.7,0.6,0.42,56787.8,0.14,0.11,0.04,36945,18385,50095,36990,48380,33195,0.992323
2014,,3,,6743,6291,11,1129,521,206208,125491,69304,11374,30580,16615,19945,14115,60790,36840,21840,11850,36840,28190,78450,68680,46240,154395,4.82,3,4414,4406,849,31490,19905,60420,16740,13470,36640,139000,87690,51310,50940,0.7,0.6,0.41,56850.7,0.14,0.11,0.04,36765,18170,49710,36810,48065,32005,1
1970,,4,,52,52,0,0,0,61,61,0,0,1160,890,1160,890,1265,1335,,,1335,1335,1335,1945,1890,1780,5.18,1,1,1,0,805,805,,860,860,,0,0,0,,,,,,,,,,,,,,,0.209694
1971,,4,,90,90,0,1,0,137,136,1,0,1515,1335,1505,1335,1140,1335,,,1780,1780,1335,2670,2670,1335,5.53,1,4,4,0,1010,1010,,865,865,,5,5,0,,,,,,,,,,,,,,,0.217343
1972,,4,,124,124,0,2,0,214,212,2,0,1725,1335,1705,1335,1335,1335,,,2225,2225,1335,3115,3115,2225,5.71,1,15,15,0,1120,1120,,870,870,,15,15,0,,,,,,,,,,,,,,,0.224633
1973,,4,,152,152,0,3,0,281,276,4,0,1850,1335,1820,1335,1450,1335,,,2575,2495,1775,3560,3560,2670,5.83,1,31,31,0,1360,1350,1505,1185,1180,1290,45,40,0,,,,,,,,,,,,,,,0.24199
1974,,4,,179,179,0,5,0,355,348,8,0,1980,1545,1935,1495,1610,1335,,,2670,2670,2170,3890,3780,2850,5.96,1,51,51,1,1570,1545,1615,1255,1250,1260,80,80,0,,,,,,,,,,,,,,,0.269745
1975,,4,,206,206,0,7,0,430,419,11,0,2085,1685,2030,1600,1650,1335,,,2670,2670,2210,4005,3960,3025,6.15,1,70,70,2,1745,1710,1660,1405,1325,1280,120,120,5,,,,,,,,,,,,,,,0.287627
1976,,4,,238,238,0,10,0,517,500,17,0,2170,1780,2100,1715,1685,1335,,,2760,2670,2220,4240,4005,3025,6.43,2,86,86,3,1885,1840,1545,1515,1465,1255,165,160,5,,,,,,,,,,,,,,,0.302189
1977,,4,,288,288,0,14,0,658,632,26,0,2285,1780,2195,1780,1835,1415,,,3045,2850,2225,4450,4305,3515,6.49,2,106,106,4,1960,1905,1635,1560,1505,1255,205,200,5,,,,,,,,,,,,,,,0.322139
